Transaction_ID,Transaction_Date,Amount,Branch,Transaction_Type,Customer_Name
1055,2025-12-09 10:02:07.310794,5378.96,Tokyo,Credit,Customer_55
1056,2025-12-08 10:02:07.310794,7395.94,London,Credit,Customer_56
1057,2025-12-07 10:02:07.310794,5444.66,Mumbai,Transfer,Customer_57
1058,2025-12-06 10:02:07.310794,5791.58,London,Debit,Customer_58
1059,2025-12-05 10:02:07.310794,9796.42,Mumbai,Credit,Customer_59
1060,2025-12-04 10:02:07.310794,7689.86,London,Transfer,Customer_60
1061,2025-12-03 10:02:07.310794,4221.5,Tokyo,Transfer,Customer_61
1062,2025-12-02 10:02:07.310794,8654.2,Singapore,Debit,Customer_62
1063,2025-12-01 10:02:07.310794,866.17,Mumbai,Debit,Customer_63
1064,2025-11-30 10:02:07.310794,3824.58,London,Credit,Customer_64
1065,2025-11-29 10:02:07.310794,6221.8,Tokyo,Debit,Customer_65
1066,2025-11-28 10:02:07.310794,3070.91,Singapore,Transfer,Customer_66
1067,2025-11-27 10:02:07.310794,9391.9,New York,Credit,Customer_67
1068,2025-11-26 10:02:07.310794,3206.54,Singapore,Transfer,Customer_68
1069,2025-11-25 10:02:07.310794,1177.64,Mumbai,Debit,Customer_69
1070,2025-11-24 10:02:07.310794,3892.24,Singapore,Debit,Customer_70
1071,2025-11-23 10:02:07.310794,2387.33,Tokyo,Transfer,Customer_71
1072,2025-11-22 10:02:07.310794,923.33,Tokyo,Debit,Customer_72
1073,2025-11-21 10:02:07.310794,1643.41,London,Debit,Customer_73
1074,2025-11-20 10:02:07.310794,2000.58,New York,Transfer,Customer_74
1075,2025-11-19 10:02:07.310794,9044.98,New York,Transfer,Customer_75
1076,2025-11-18 10:02:07.310794,6927.97,London,Debit,Customer_76
1077,2025-11-17 10:02:07.310794,8274.9,Tokyo,Credit,Customer_77
1078,2025-11-16 10:02:07.310794,9506.51,Mumbai,Debit,Customer_78
1079,2025-11-15 10:02:07.310794,9171.12,London,Transfer,Customer_79
1080,2025-11-14 10:02:07.310794,1199.0,Mumbai,Transfer,Customer_80
1081,2025-11-13 10:02:07.310794,5068.95,New York,Transfer,Customer_81
1082,2025-11-12 10:02:07.310794,3211.34,Singapore,Transfer,Customer_82
1083,2025-11-11 10:02:07.310794,9788.21,London,Credit,Customer_83
1084,2025-11-10 10:02:07.310794,1917.53,Singapore,Transfer,Customer_84
1085,2025-11-09 10:02:07.310794,4379.39,Singapore,Transfer,Customer_85
1086,2025-11-08 10:02:07.310794,5370.21,London,Credit,Customer_86
1087,2025-11-07 10:02:07.310794,5279.04,Tokyo,Transfer,Customer_87
1088,2025-11-06 10:02:07.310794,3324.89,London,Debit,Customer_88
1089,2025-11-05 10:02:07.310794,6202.74,Mumbai,Transfer,Customer_89
1090,2025-11-04 10:02:07.310794,1066.21,London,Transfer,Customer_90
1091,2025-11-03 10:02:07.310794,7743.32,London,Credit,Customer_91
1092,2025-11-02 10:02:07.310794,7270.61,New York,Credit,Customer_92
1093,2025-11-01 10:02:07.310794,8300.11,Tokyo,Transfer,Customer_93
1094,2025-10-31 10:02:07.310794,2064.3,Mumbai,Credit,Customer_94
1095,2025-10-30 10:02:07.310794,6798.82,Tokyo,Credit,Customer_95
1096,2025-10-29 10:02:07.310794,8767.79,New York,Debit,Customer_96
1097,2025-10-28 10:02:07.310794,4494.02,London,Debit,Customer_97
1098,2025-10-27 10:02:07.310794,2233.73,New York,Transfer,Customer_98
1099,2025-10-26 10:02:07.310794,2058.31,Tokyo,Transfer,Customer_99
1100,2025-10-25 10:02:07.310794,5576.6,Mumbai,Transfer,Customer_100
1101,2025-10-24 10:02:07.310794,2249.6,London,Debit,Customer_101
1102,2025-10-23 10:02:07.310794,2388.34,London,Debit,Customer_102
1103,2025-10-22 10:02:07.310794,5504.79,Tokyo,Debit,Customer_103
1104,2025-10-21 10:02:07.310794,9245.16,New York,Credit,Customer_104
1105,2025-10-20 10:02:07.310794,5902.48,Mumbai,Transfer,Customer_105
1106,2025-10-19 10:02:07.310794,6919.2,Tokyo,Credit,Customer_106
1107,2025-10-18 10:02:07.310794,9961.05,London,Credit,Customer_107
1108,2025-10-17 10:02:07.310794,3222.57,Singapore,Debit,Customer_108
1109,2025-10-16 10:02:07.310794,7845.11,New York,Debit,Customer_109
1110,2025-10-15 10:02:07.310794,699.58,Mumbai,Debit,Customer_110
1111,2025-10-14 10:02:07.310794,7731.56,Singapore,Debit,Customer_111
1112,2025-10-13 10:02:07.310794,4112.89,New York,Credit,Customer_112
1113,2025-10-12 10:02:07.310794,1434.79,New York,Transfer,Customer_113
1114,2025-10-11 10:02:07.310794,8399.14,London,Transfer,Customer_114
1115,2025-10-10 10:02:07.310794,6756.62,Tokyo,Transfer,Customer_115
1116,2025-10-09 10:02:07.310794,3384.43,London,Credit,Customer_116
1117,2025-10-08 10:02:07.310794,5255.84,Tokyo,Debit,Customer_117
1118,2025-10-07 10:02:07.310794,3244.69,Mumbai,Debit,Customer_118
1119,2025-10-06 10:02:07.310794,1434.41,New York,Transfer,Customer_119
1120,2025-10-05 10:02:07.310794,8453.32,New York,Transfer,Customer_120
1121,2025-10-04 10:02:07.310794,9941.97,New York,Credit,Customer_121
1122,2025-10-03 10:02:07.310794,6765.62,Tokyo,Debit,Customer_122
1123,2025-10-02 10:02:07.310794,1047.06,New York,Credit,Customer_123
1124,2025-10-01 10:02:07.310794,4163.09,Singapore,Credit,Customer_124
1125,2025-09-30 10:02:07.310794,5331.88,New York,Debit,Customer_125
1126,2025-09-29 10:02:07.310794,3701.21,New York,Credit,Customer_126
1127,2025-09-28 10:02:07.310794,4387.12,Tokyo,Transfer,Customer_127
1128,2025-09-27 10:02:07.310794,4603.8,London,Credit,Customer_128
1129,2025-09-26 10:02:07.310794,1729.5,Singapore,Transfer,Customer_129
1130,2025-09-25 10:02:07.310794,6667.54,London,Credit,Customer_130
1131,2025-09-24 10:02:07.310794,367.65,London,Credit,Customer_131
1132,2025-09-23 10:02:07.310794,6514.29,New York,Credit,Customer_132
1133,2025-09-22 10:02:07.310794,1425.69,Tokyo,Transfer,Customer_133
1134,2025-09-21 10:02:07.310794,4816.24,Singapore,Credit,Customer_134
1135,2025-09-20 10:02:07.310794,2173.32,New York,Debit,Customer_135
1136,2025-09-19 10:02:07.310794,6634.85,New York,Debit,Customer_136
1137,2025-09-18 10:02:07.310794,7968.4,London,Transfer,Customer_137
1138,2025-09-17 10:02:07.310794,2508.6,Mumbai,Transfer,Customer_138
1139,2025-09-16 10:02:07.310794,904.83,Singapore,Debit,Customer_139
1140,2025-09-15 10:02:07.310794,9280.11,London,Transfer,Customer_140
1141,2025-09-14 10:02:07.310794,929.39,New York,Debit,Customer_141
1142,2025-09-13 10:02:07.310794,5420.96,London,Debit,Customer_142
1143,2025-09-12 10:02:07.310794,3059.93,Mumbai,Debit,Customer_143
1144,2025-09-11 10:02:07.310794,7815.49,New York,Credit,Customer_144
1145,2025-09-10 10:02:07.310794,1438.73,Mumbai,Credit,Customer_145
1146,2025-09-09 10:02:07.310794,1503.71,Tokyo,Debit,Customer_146
1147,2025-09-08 10:02:07.310794,3600.51,Mumbai,Debit,Customer_147
1148,2025-09-07 10:02:07.310794,2261.49,London,Transfer,Customer_148
1149,2025-09-06 10:02:07.310794,6374.2,New York,Transfer,Customer_149
1150,2025-09-05 10:02:07.310794,3489.61,Mumbai,Debit,Customer_150
1151,2025-09-04 10:02:07.310794,7617.67,London,Credit,Customer_151
1152,2025-09-03 10:02:07.310794,7996.35,Mumbai,Credit,Customer_152
1153,2025-09-02 10:02:07.310794,5645.17,London,Debit,Customer_153
1154,2025-09-01 10:02:07.310794,9203.68,London,Credit,Customer_154
1155,2025-08-31 10:02:07.310794,1593.16,Singapore,Debit,Customer_155
1156,2025-08-30 10:02:07.310794,3787.36,Singapore,Transfer,Customer_156
1157,2025-08-29 10:02:07.310794,5922.89,Singapore,Debit,Customer_157
1158,2025-08-28 10:02:07.310794,3861.87,New York,Debit,Customer_158
1159,2025-08-27 10:02:07.310794,8207.71,Tokyo,Credit,Customer_159
1160,2025-08-26 10:02:07.310794,6197.88,Mumbai,Debit,Customer_160
1161,2025-08-25 10:02:07.310794,2213.72,Mumbai,Credit,Customer_161
1162,2025-08-24 10:02:07.310794,1628.53,Tokyo,Debit,Customer_162
1163,2025-08-23 10:02:07.310794,9405.86,Tokyo,Debit,Customer_163
1164,2025-08-22 10:02:07.310794,1357.62,Singapore,Transfer,Customer_164
1165,2025-08-21 10:02:07.310794,7991.03,Singapore,Credit,Customer_165
1166,2025-08-20 10:02:07.310794,8264.73,New York,Transfer,Customer_166
1167,2025-08-19 10:02:07.310794,7532.15,London,Debit,Customer_167
1168,2025-08-18 10:02:07.310794,1343.24,Singapore,Transfer,Customer_168
1169,2025-08-17 10:02:07.310794,6933.46,London,Credit,Customer_169
1170,2025-08-16 10:02:07.310794,2377.93,New York,Debit,Customer_170
1171,2025-08-15 10:02:07.310794,4699.07,London,Credit,Customer_171
1172,2025-08-14 10:02:07.310794,1189.53,New York,Debit,Customer_172
1173,2025-08-13 10:02:07.310794,8176.51,London,Credit,Customer_173
1174,2025-08-12 10:02:07.310794,7663.98,London,Credit,Customer_174
1175,2025-08-11 10:02:07.310794,7926.44,Singapore,Debit,Customer_175
1176,2025-08-10 10:02:07.310794,2943.08,Tokyo,Transfer,Customer_176
1177,2025-08-09 10:02:07.310794,1724.89,Singapore,Transfer,Customer_177
1178,2025-08-08 10:02:07.310794,3913.91,Singapore,Transfer,Customer_178
1179,2025-08-07 10:02:07.310794,5304.68,London,Credit,Customer_179
1180,2025-08-06 10:02:07.310794,8795.59,Mumbai,Transfer,Customer_180
1181,2025-08-05 10:02:07.310794,8293.8,London,Debit,Customer_181
1182,2025-08-04 10:02:07.310794,1265.37,Singapore,Transfer,Customer_182
1183,2025-08-03 10:02:07.310794,9946.31,Singapore,Transfer,Customer_183
1184,2025-08-02 10:02:07.310794,3043.34,London,Credit,Customer_184
1185,2025-08-01 10:02:07.310794,8054.8,London,Credit,Customer_185
1186,2025-07-31 10:02:07.310794,8274.91,Singapore,Debit,Customer_186
1187,2025-07-30 10:02:07.310794,7666.2,Mumbai,Credit,Customer_187
1188,2025-07-29 10:02:07.310794,6080.29,New York,Credit,Customer_188
1189,2025-07-28 10:02:07.310794,9300.77,Tokyo,Transfer,Customer_189
1190,2025-07-27 10:02:07.310794,7856.45,Mumbai,Debit,Customer_190
1191,2025-07-26 10:02:07.310794,1208.41,New York,Transfer,Customer_191
1192,2025-07-25 10:02:07.310794,9710.33,Mumbai,Transfer,Customer_192
1193,2025-07-24 10:02:07.310794,3534.18,New York,Credit,Customer_193
1194,2025-07-23 10:02:07.310794,8525.01,Mumbai,Transfer,Customer_194
1195,2025-07-22 10:02:07.310794,1668.57,London,Credit,Customer_195
1196,2025-07-21 10:02:07.310794,4726.51,London,Credit,Customer_196
1197,2025-07-20 10:02:07.310794,9257.47,New York,Credit,Customer_197
1198,2025-07-19 10:02:07.310794,722.08,Singapore,Transfer,Customer_198
1199,2025-07-18 10:02:07.310794,4100.51,London,Credit,Customer_199
1200,2025-07-17 10:02:07.310794,4064.12,Tokyo,Credit,Customer_200
1201,2025-07-16 10:02:07.310794,6710.52,Singapore,Transfer,Customer_201
1202,2025-07-15 10:02:07.310794,3720.55,Mumbai,Transfer,Customer_202
1203,2025-07-14 10:02:07.310794,8276.47,London,Debit,Customer_203
1204,2025-07-13 10:02:07.310794,2602.95,London,Debit,Customer_204
1205,2025-07-12 10:02:07.310794,7146.54,London,Debit,Customer_205
1206,2025-07-11 10:02:07.310794,3921.21,New York,Transfer,Customer_206
1207,2025-07-10 10:02:07.310794,6250.95,Singapore,Transfer,Customer_207
1208,2025-07-09 10:02:07.310794,4888.51,Singapore,Credit,Customer_208
1209,2025-07-08 10:02:07.310794,5301.48,New York,Transfer,Customer_209
1210,2025-07-07 10:02:07.310794,8212.31,Mumbai,Debit,Customer_210
1211,2025-07-06 10:02:07.310794,9184.53,Mumbai,Credit,Customer_211
1212,2025-07-05 10:02:07.310794,6786.72,Mumbai,Credit,Customer_212
1213,2025-07-04 10:02:07.310794,6258.96,London,Credit,Customer_213
1214,2025-07-03 10:02:07.310794,5556.95,Mumbai,Transfer,Customer_214
1215,2025-07-02 10:02:07.310794,661.02,Tokyo,Transfer,Customer_215
1216,2025-07-01 10:02:07.310794,2149.16,Tokyo,Debit,Customer_216
1217,2025-06-30 10:02:07.310794,6435.19,Mumbai,Credit,Customer_217
1218,2025-06-29 10:02:07.310794,6576.01,London,Transfer,Customer_218
1219,2025-06-28 10:02:07.310794,501.37,New York,Credit,Customer_219
1220,2025-06-27 10:02:07.310794,5755.75,New York,Credit,Customer_220
1221,2025-06-26 10:02:07.310794,4823.51,Mumbai,Transfer,Customer_221
1222,2025-06-25 10:02:07.310794,6403.64,London,Transfer,Customer_222
1223,2025-06-24 10:02:07.310794,22.11,London,Transfer,Customer_223
1224,2025-06-23 10:02:07.310794,9515.63,London,Credit,Customer_224
1225,2025-06-22 10:02:07.310794,-32.59,Tokyo,Debit,Customer_225
1226,2025-06-21 10:02:07.310794,5860.01,New York,Debit,Customer_226
1227,2025-06-20 10:02:07.310794,2985.42,New York,Debit,Customer_227
1228,2025-06-19 10:02:07.310794,4207.15,London,Debit,Customer_228
1229,2025-06-18 10:02:07.310794,1215.5,Singapore,Transfer,Customer_229
1230,2025-06-17 10:02:07.310794,4463.4,Mumbai,Transfer,Customer_230
1231,2025-06-16 10:02:07.310794,7506.55,New York,Credit,Customer_231
1232,2025-06-15 10:02:07.310794,4494.57,New York,Debit,Customer_232
1233,2025-06-14 10:02:07.310794,3735.95,Singapore,Transfer,Customer_233
1234,2025-06-13 10:02:07.310794,6733.19,New York,Transfer,Customer_234
1235,2025-06-12 10:02:07.310794,1578.89,London,Credit,Customer_235
1236,2025-06-11 10:02:07.310794,1967.9,New York,Transfer,Customer_236
1237,2025-06-10 10:02:07.310794,3138.43,Tokyo,Credit,Customer_237
1238,2025-06-09 10:02:07.310794,8796.22,London,Transfer,Customer_238
1239,2025-06-08 10:02:07.310794,637.1,Singapore,Debit,Customer_239
1240,2025-06-07 10:02:07.310794,9413.23,New York,Transfer,Customer_240
1241,2025-06-06 10:02:07.310794,918.21,Tokyo,Transfer,Customer_241
1242,2025-06-05 10:02:07.310794,3830.55,Tokyo,Transfer,Customer_242
1243,2025-06-04 10:02:07.310794,8086.01,London,Debit,Customer_243
1244,2025-06-03 10:02:07.310794,4384.48,Mumbai,Credit,Customer_244
1245,2025-06-02 10:02:07.310794,1713.85,London,Transfer,Customer_245
1246,2025-06-01 10:02:07.310794,476.96,London,Transfer,Customer_246
1247,2025-05-31 10:02:07.310794,9445.18,Singapore,Credit,Customer_247
1248,2025-05-30 10:02:07.310794,2328.48,Tokyo,Debit,Customer_248
1249,2025-05-29 10:02:07.310794,8212.19,Singapore,Transfer,Customer_249
1250,2025-05-28 10:02:07.310794,2573.21,Singapore,Transfer,Customer_250
1251,2025-05-27 10:02:07.310794,6198.41,London,Debit,Customer_251
1252,2025-05-26 10:02:07.310794,7024.0,Tokyo,Transfer,Customer_252
1253,2025-05-25 10:02:07.310794,3753.06,New York,Debit,Customer_253
1254,2025-05-24 10:02:07.310794,786.04,Tokyo,Credit,Customer_254
1255,2025-05-23 10:02:07.310794,8303.03,Mumbai,Credit,Customer_255
1256,2025-05-22 10:02:07.310794,6949.56,London,Transfer,Customer_256
1257,2025-05-21 10:02:07.310794,619.52,Mumbai,Transfer,Customer_257
1258,2025-05-20 10:02:07.310794,4185.8,Singapore,Debit,Customer_258
1259,2025-05-19 10:02:07.310794,5463.89,Mumbai,Credit,Customer_259
1260,2025-05-18 10:02:07.310794,6182.66,Mumbai,Transfer,Customer_260
1261,2025-05-17 10:02:07.310794,1955.19,London,Transfer,Customer_261
1262,2025-05-16 10:02:07.310794,5763.27,Mumbai,Debit,Customer_262
1263,2025-05-15 10:02:07.310794,6569.29,Singapore,Credit,Customer_263
1264,2025-05-14 10:02:07.310794,3232.35,Singapore,Debit,Customer_264
1265,2025-05-13 10:02:07.310794,4519.91,Tokyo,Debit,Customer_265
1266,2025-05-12 10:02:07.310794,2393.0,Mumbai,Debit,Customer_266
1267,2025-05-11 10:02:07.310794,5873.07,New York,Debit,Customer_267
1268,2025-05-10 10:02:07.310794,4979.87,Singapore,Transfer,Customer_268
1269,2025-05-09 10:02:07.310794,9712.21,London,Credit,Customer_269
1270,2025-05-08 10:02:07.310794,1412.15,Mumbai,Transfer,Customer_270
1271,2025-05-07 10:02:07.310794,8480.79,New York,Transfer,Customer_271
1272,2025-05-06 10:02:07.310794,4911.65,Singapore,Transfer,Customer_272
1273,2025-05-05 10:02:07.310794,3864.77,Tokyo,Debit,Customer_273
1274,2025-05-04 10:02:07.310794,7581.49,Singapore,Transfer,Customer_274
1275,2025-05-03 10:02:07.310794,4755.21,Mumbai,Debit,Customer_275
1276,2025-05-02 10:02:07.310794,329.99,Singapore,Debit,Customer_276
1277,2025-05-01 10:02:07.310794,8791.67,London,Credit,Customer_277
1278,2025-04-30 10:02:07.310794,1211.43,Tokyo,Transfer,Customer_278
1279,2025-04-29 10:02:07.310794,5537.7,Mumbai,Credit,Customer_279
1280,2025-04-28 10:02:07.310794,673.92,New York,Transfer,Customer_280
1281,2025-04-27 10:02:07.310794,6512.3,Singapore,Transfer,Customer_281
1282,2025-04-26 10:02:07.310794,2250.17,Mumbai,Transfer,Customer_282
1283,2025-04-25 10:02:07.310794,7258.49,New York,Debit,Customer_283
1284,2025-04-24 10:02:07.310794,446.29,Tokyo,Credit,Customer_284
1285,2025-04-23 10:02:07.310794,8037.25,Tokyo,Credit,Customer_285
1286,2025-04-22 10:02:07.310794,4918.86,Singapore,Credit,Customer_286
1287,2025-04-21 10:02:07.310794,4085.87,Singapore,Debit,Customer_287
1288,2025-04-20 10:02:07.310794,8990.09,Singapore,Credit,Customer_288
1289,2025-04-19 10:02:07.310794,2969.71,Tokyo,Credit,Customer_289
1290,2025-04-18 10:02:07.310794,9857.92,Mumbai,Debit,Customer_290
1291,2025-04-17 10:02:07.310794,6853.65,New York,Transfer,Customer_291
1292,2025-04-16 10:02:07.310794,9679.99,Tokyo,Credit,Customer_292
1293,2025-04-15 10:02:07.310794,25.98,New York,Debit,Customer_293
1294,2025-04-14 10:02:07.310794,8331.93,Mumbai,Debit,Customer_294
1295,2025-04-13 10:02:07.310794,5276.3,Singapore,Transfer,Customer_295
1296,2025-04-12 10:02:07.310794,1441.88,London,Debit,Customer_296
1297,2025-04-11 10:02:07.310794,-62.57,Singapore,Transfer,Customer_297
1298,2025-04-10 10:02:07.310794,7687.78,Singapore,Credit,Customer_298
1299,2025-04-09 10:02:07.310794,7714.68,London,Transfer,Customer_299
1300,2025-04-08 10:02:07.310794,5055.94,Singapore,Transfer,Customer_300
1301,2025-04-07 10:02:07.310794,1051.85,Singapore,Debit,Customer_301
1302,2025-04-06 10:02:07.310794,9042.84,New York,Credit,Customer_302
1303,2025-04-05 10:02:07.310794,4015.26,Mumbai,Credit,Customer_303
1304,2025-04-04 10:02:07.310794,8203.91,New York,Transfer,Customer_304
1305,2025-04-03 10:02:07.310794,4067.95,New York,Transfer,Customer_305
1306,2025-04-02 10:02:07.310794,3191.71,Tokyo,Transfer,Customer_306
1307,2025-04-01 10:02:07.310794,2386.89,Tokyo,Credit,Customer_307
1308,2025-03-31 10:02:07.310794,9913.52,Tokyo,Debit,Customer_308
1309,2025-03-30 10:02:07.310794,6722.1,Mumbai,Transfer,Customer_309
1310,2025-03-29 10:02:07.310794,4836.22,Singapore,Credit,Customer_310
1311,2025-03-28 10:02:07.310794,844.8,Mumbai,Debit,Customer_311
1312,2025-03-27 10:02:07.310794,8820.44,Tokyo,Credit,Customer_312
1313,2025-03-26 10:02:07.310794,943.62,London,Credit,Customer_313
1314,2025-03-25 10:02:07.310794,3013.92,London,Credit,Customer_314
1315,2025-03-24 10:02:07.310794,4317.28,Singapore,Transfer,Customer_315
1316,2025-03-23 10:02:07.310794,5876.84,New York,Debit,Customer_316
1317,2025-03-22 10:02:07.310794,6188.77,Tokyo,Credit,Customer_317
1318,2025-03-21 10:02:07.310794,3839.7,New York,Transfer,Customer_318
1319,2025-03-20 10:02:07.310794,1507.95,London,Transfer,Customer_319
1320,2025-03-19 10:02:07.310794,502.19,New York,Credit,Customer_320
1321,2025-03-18 10:02:07.310794,4887.03,Singapore,Transfer,Customer_321
1322,2025-03-17 10:02:07.310794,238.79,Singapore,Transfer,Customer_322
1323,2025-03-16 10:02:07.310794,3381.21,London,Transfer,Customer_323
1324,2025-03-15 10:02:07.310794,7064.56,Tokyo,Credit,Customer_324
1325,2025-03-14 10:02:07.310794,8439.97,London,Credit,Customer_325
1326,2025-03-13 10:02:07.310794,6438.51,Singapore,Credit,Customer_326
1327,2025-03-12 10:02:07.310794,269.6,Tokyo,Transfer,Customer_327
1328,2025-03-11 10:02:07.310794,266.07,Singapore,Transfer,Customer_328
1329,2025-03-10 10:02:07.310794,7135.82,Singapore,Debit,Customer_329
1330,2025-03-09 10:02:07.310794,264.83,Singapore,Credit,Customer_330
1331,2025-03-08 10:02:07.310794,535.53,Mumbai,Transfer,Customer_331
1332,2025-03-07 10:02:07.310794,9737.61,Tokyo,Debit,Customer_332
1333,2025-03-06 10:02:07.310794,4897.54,London,Debit,Customer_333
1334,2025-03-05 10:02:07.310794,8075.45,New York,Debit,Customer_334
1335,2025-03-04 10:02:07.310794,9293.22,New York,Credit,Customer_335
1336,2025-03-03 10:02:07.310794,5992.05,London,Debit,Customer_336
1337,2025-03-02 10:02:07.310794,8722.69,Mumbai,Credit,Customer_337
1338,2025-03-01 10:02:07.310794,702.82,New York,Credit,Customer_338
1339,2025-02-28 10:02:07.310794,6846.72,New York,Credit,Customer_339
1340,2025-02-27 10:02:07.310794,190.83,Singapore,Debit,Customer_340
1341,2025-02-26 10:02:07.310794,4744.68,Mumbai,Credit,Customer_341
1342,2025-02-25 10:02:07.310794,5260.76,New York,Transfer,Customer_342
1343,2025-02-24 10:02:07.310794,9406.52,Mumbai,Transfer,Customer_343
1344,2025-02-23 10:02:07.310794,6414.04,Mumbai,Debit,Customer_344
1345,2025-02-22 10:02:07.310794,9335.96,Singapore,Debit,Customer_345
1346,2025-02-21 10:02:07.310794,5878.31,New York,Credit,Customer_346
1347,2025-02-20 10:02:07.310794,4050.99,New York,Credit,Customer_347
1348,2025-02-19 10:02:07.310794,2727.61,Singapore,Credit,Customer_348
1349,2025-02-18 10:02:07.310794,4001.75,Singapore,Transfer,Customer_349
1350,2025-02-17 10:02:07.310794,8846.44,Tokyo,Credit,Customer_350
1351,2025-02-16 10:02:07.310794,4307.87,Mumbai,Transfer,Customer_351
1352,2025-02-15 10:02:07.310794,8203.54,Singapore,Transfer,Customer_352
1353,2025-02-14 10:02:07.310794,2323.12,Singapore,Debit,Customer_353
1354,2025-02-13 10:02:07.310794,6642.04,London,Debit,Customer_354
1355,2025-02-12 10:02:07.310794,760.04,Mumbai,Transfer,Customer_355
1356,2025-02-11 10:02:07.310794,9988.3,Singapore,Credit,Customer_356
1357,2025-02-10 10:02:07.310794,2754.6,London,Credit,Customer_357
1358,2025-02-09 10:02:07.310794,7603.0,New York,Credit,Customer_358
1359,2025-02-08 10:02:07.310794,9563.42,New York,Credit,Customer_359
